ID,County,State,TotalPop,Total income,poverty population,poverty percentage,percapitalincome
2798,Sumter,Alabama,13084,192846762.0,4754.0,36.0,14739.0
2799,Sumter,Florida,116754,3872275280.0,9990.0,9.0,33166.0
2800,Sumter,Georgia,30687,576448247.0,10297.0,34.0,18785.0
2801,Sumter,South Carolina,107379,2333681118.0,22829.0,21.0,21733.0
2802,Sunflower,Mississippi,26915,388299015.0,8875.0,33.0,14427.0
2803,Surry,North Carolina,72315,1629435823.0,12750.0,18.0,22532.0
2804,Surry,Virginia,6670,181170253.0,910.0,14.0,27162.0
2805,Susquehanna,Pennsylvania,41716,1160685912.0,5419.0,13.0,27824.0
2806,Sussex,Delaware,215551,6870551107.0,25957.0,12.0,31874.0
2807,Sussex,New Jersey,143570,5925480309.0,7706.0,5.0,41272.0
2808,Sussex,Virginia,11595,184150786.0,1363.0,12.0,15882.0
2809,Sutter,California,95583,2375110401.0,15997.0,17.0,24849.0
2810,Sutton,Texas,3894,123062082.0,253.0,6.0,31603.0
2811,Suwannee,Florida,43814,944872545.0,8894.0,20.0,21566.0
2812,Swain,North Carolina,14208,297206199.0,2969.0,21.0,20918.0
2813,Sweet Grass,Montana,3646,102324990.0,379.0,10.0,28065.0
2814,Sweetwater,Wyoming,44527,1411503751.0,5379.0,12.0,31700.0
2815,Swift,Minnesota,9448,278437020.0,1152.0,12.0,29470.0
2816,Swisher,Texas,7541,142360434.0,1655.0,22.0,18878.0
2817,Switzerland,Indiana,10617,228381171.0,2092.0,20.0,21511.0
2818,Talbot,Georgia,6423,137137309.0,1085.0,17.0,21351.0
2819,Talbot,Maryland,37461,1677703364.0,3754.0,10.0,44785.0
2820,Taliaferro,Georgia,1844,33079516.0,572.0,31.0,17939.0
2821,Talladega,Alabama,80888,1729520570.0,15332.0,19.0,21382.0
2822,Tallahatchie,Mississippi,14552,206103484.0,3916.0,27.0,14163.0
2823,Tallapoosa,Alabama,40756,914142585.0,8671.0,21.0,22430.0
2824,Tama,Iowa,17236,466644739.0,2038.0,12.0,27074.0
2825,Taney,Missouri,54308,1161169957.0,9289.0,17.0,21381.0
2826,Tangipahoa Parish,Louisiana,128850,3030596685.0,28520.0,22.0,23520.0
2827,Taos,New Mexico,32809,762122639.0,6989.0,21.0,23229.0
2828,Tarrant,Texas,1983675,61210195449.0,269464.0,14.0,30857.0
2829,Tate,Mississippi,28333,613997159.0,5549.0,20.0,21671.0
2830,Tattnall,Georgia,25402,413516604.0,6637.0,26.0,16279.0
2831,Taylor,Florida,22350,379492937.0,3491.0,16.0,16980.0
2832,Taylor,Georgia,8267,152787845.0,2323.0,28.0,18482.0
2833,Taylor,Iowa,6214,169917945.0,684.0,11.0,27344.0
2834,Taylor,Kentucky,25406,505204746.0,5830.0,23.0,19885.0
2835,Taylor,Texas,135371,3440937820.0,21958.0,16.0,25419.0
2836,Taylor,West Virginia,16977,402063945.0,2676.0,16.0,23683.0
2837,Taylor,Wisconsin,20344,534852176.0,2225.0,11.0,26290.0
2838,Tazewell,Illinois,134695,4321286899.0,10828.0,8.0,32082.0
2839,Tazewell,Virginia,42689,1038385945.0,6608.0,15.0,24324.0
2840,Tehama,California,63247,1431329399.0,13214.0,21.0,22631.0
2841,Telfair,Georgia,16339,222110063.0,4724.0,29.0,13594.0
2842,Teller,Colorado,23769,831298084.0,1777.0,7.0,34974.0
2843,Tensas Parish,Louisiana,4771,77263221.0,1817.0,38.0,16194.0
2844,Terrebonne Parish,Louisiana,113067,2715570254.0,22806.0,20.0,24017.0
2845,Terrell,Georgia,8978,157671119.0,3193.0,36.0,17562.0
2846,Terrell,Texas,721,15288084.0,123.0,17.0,21204.0
2847,Terry,Texas,12755,279822382.0,1880.0,15.0,21938.0
2848,Teton,Idaho,10776,301771104.0,894.0,8.0,28004.0
2849,Teton,Montana,6040,162377759.0,595.0,10.0,26884.0
2850,Teton,Wyoming,22923,1127825934.0,1569.0,7.0,49201.0
2851,Texas,Missouri,25714,460732427.0,6535.0,25.0,17918.0
2852,Texas,Oklahoma,21409,499337189.0,3608.0,17.0,23324.0
2853,Thayer,Nebraska,5133,159788854.0,563.0,11.0,31130.0
2854,Thomas,Georgia,44909,1079932298.0,8732.0,19.0,24047.0
2855,Thomas,Kansas,7847,209660235.0,871.0,11.0,26719.0
2856,Thomas,Nebraska,643,18803249.0,80.0,12.0,29243.0
2857,Throckmorton,Texas,1541,42735012.0,264.0,17.0,27732.0
2858,Thurston,Nebraska,7055,136727179.0,2156.0,31.0,19380.0
2859,Thurston,Washington,269885,8747035781.0,31370.0,12.0,32410.0
2860,Tift,Georgia,40531,843064392.0,11244.0,28.0,20800.0
2861,Tillamook,Oregon,25840,657839659.0,4008.0,16.0,25458.0
2862,Tillman,Oklahoma,7591,162611519.0,1678.0,22.0,21422.0
2863,Tioga,New York,49322,1492094018.0,5526.0,11.0,30252.0
2864,Tioga,Pennsylvania,41550,1053414092.0,5570.0,13.0,25353.0
2865,Tippah,Mississippi,21993,435011374.0,4994.0,23.0,19780.0
2866,Tippecanoe,Indiana,186081,4741572659.0,41505.0,22.0,25481.0
2867,Tipton,Indiana,15290,435868400.0,1439.0,9.0,28507.0
2868,Tipton,Tennessee,61434,1604021255.0,9010.0,15.0,26110.0
2869,Tishomingo,Mississippi,19476,377429434.0,3626.0,19.0,19379.0
2870,Titus,Texas,32664,688876133.0,6302.0,19.0,21090.0
2871,Toa Alta Municipio,Puerto Rico,74169,1050406763.0,22114.0,30.0,14162.0
2872,Toa Baja Municipio,Puerto Rico,81905,1002515091.0,29345.0,36.0,12240.0
2873,Todd,Kentucky,12377,242034785.0,2483.0,20.0,19555.0
2874,Todd,Minnesota,24423,610276871.0,3171.0,13.0,24988.0
2875,Todd,South Dakota,10016,116836056.0,5204.0,52.0,11665.0
2876,Tolland,Connecticut,151596,5734796879.0,15498.0,10.0,37829.0
2877,Tom Green,Texas,116906,3215946902.0,14842.0,13.0,27509.0
2878,Tompkins,New York,104415,3107273332.0,23462.0,22.0,29759.0
2879,Tooele,Utah,63357,1524947081.0,4370.0,7.0,24069.0
2880,Toole,Montana,5031,132583613.0,743.0,15.0,26353.0
2881,Toombs,Georgia,27160,578760178.0,6619.0,24.0,21309.0
2882,Torrance,New Mexico,15534,297152303.0,4212.0,27.0,19129.0
2883,Towner,North Dakota,2258,81511542.0,280.0,12.0,36099.0
2884,Towns,Georgia,11173,249166505.0,1677.0,15.0,22301.0
2885,Traill,North Dakota,8050,255783084.0,576.0,7.0,31774.0
2886,Transylvania,North Carolina,33291,866781547.0,5190.0,16.0,26037.0
2887,Traverse,Minnesota,3357,101496334.0,365.0,11.0,30234.0
2888,Travis,Texas,1176584,45674829841.0,171979.0,15.0,38820.0
2889,Treasure,Montana,790,18075200.0,134.0,17.0,22880.0
2890,Trego,Kansas,2899,96342467.0,139.0,5.0,33233.0
2891,Trempealeau,Wisconsin,29510,786554699.0,2658.0,9.0,26654.0
2892,Treutlen,Georgia,6752,140271201.0,1429.0,21.0,20775.0
2893,Trigg,Kentucky,14286,374638740.0,2275.0,16.0,26224.0
2894,Trimble,Kentucky,8697,230834103.0,1326.0,15.0,26542.0
2895,Trinity,California,13037,307344881.0,2587.0,20.0,23575.0
2896,Trinity,Texas,14481,294968678.0,2671.0,18.0,20369.0
2897,Tripp,South Dakota,5480,151320384.0,1084.0,20.0,27613.0
2898,Troup,Georgia,69433,1533873097.0,14829.0,21.0,22091.0
2899,Trousdale,Tennessee,8773,200575534.0,1165.0,13.0,22863.0
2900,Trujillo Alto Municipio,Puerto Rico,69478,1091017145.0,21151.0,30.0,15703.0
2901,Trumbull,Ohio,203341,5193681158.0,35364.0,17.0,25542.0
2902,Tucker,West Virginia,7035,157475537.0,1072.0,15.0,22385.0
2903,Tulare,California,458809,8699804646.0,124703.0,27.0,18962.0
2904,Tulsa,Oklahoma,637123,18984176937.0,99465.0,16.0,29797.0
2905,Tunica,Mississippi,10276,189962217.0,2789.0,27.0,18486.0
2906,Tuolumne,California,53899,1701593172.0,6963.0,13.0,31570.0
2907,Turner,Georgia,8036,163147236.0,2243.0,28.0,20302.0
2908,Turner,South Dakota,8242,229496199.0,869.0,11.0,27845.0
2909,Tuscaloosa,Alabama,204424,5089125785.0,35955.0,18.0,24895.0
2910,Tuscarawas,Ohio,92531,2318297219.0,12808.0,14.0,25054.0
2911,Tuscola,Michigan,53569,1262799589.0,8541.0,16.0,23573.0
2912,Twiggs,Georgia,8323,145526402.0,2267.0,27.0,17485.0
2913,Twin Falls,Idaho,82248,1868950716.0,11921.0,14.0,22723.0
2914,Tyler,Texas,21456,454278072.0,3298.0,15.0,21173.0
2915,Tyler,West Virginia,8949,220135320.0,1465.0,16.0,24599.0
2916,Tyrrell,North Carolina,4090,72540240.0,1096.0,27.0,17736.0
2917,Uinta,Wyoming,20758,562849907.0,3077.0,15.0,27115.0
2918,Uintah,Utah,36343,908626633.0,4236.0,12.0,25001.0
2919,Ulster,New York,180129,5845744019.0,24289.0,13.0,32453.0
2920,Umatilla,Oregon,76736,1699950795.0,13678.0,18.0,22153.0
2921,Unicoi,Tennessee,17830,381112044.0,3600.0,20.0,21375.0
2922,Union,Arkansas,40022,939022091.0,8100.0,20.0,23463.0
2923,Union,Florida,15300,206323804.0,3188.0,21.0,13485.0
2924,Union,Georgia,22262,595608912.0,2840.0,13.0,26755.0
2925,Union,Illinois,17267,425557502.0,2921.0,17.0,24646.0
2926,Union,Indiana,7225,162760575.0,597.0,8.0,22527.0
2927,Union,Iowa,12497,313651991.0,1719.0,14.0,25098.0
2928,Union,Kentucky,14915,324512316.0,3429.0,23.0,21757.0
2929,Union,Mississippi,28202,550452233.0,5112.0,18.0,19518.0
2930,Union,New Jersey,557320,21268857512.0,57653.0,10.0,38163.0
2931,Union,New Mexico,4216,97726880.0,599.0,14.0,23180.0
2932,Union,North Carolina,222095,7274428950.0,21182.0,10.0,32754.0
2933,Union,Ohio,54688,1808333432.0,3982.0,7.0,33066.0
2934,Union,Oregon,25810,686177658.0,4547.0,18.0,26586.0
2935,Union,Pennsylvania,45056,1130397312.0,3768.0,8.0,25089.0
2936,Union,South Carolina,27772,588306998.0,5361.0,19.0,21183.0
2937,Union,South Dakota,14929,553760476.0,1094.0,7.0,37093.0
2938,Union,Tennessee,19176,392681716.0,4140.0,22.0,20478.0
2939,Union Parish,Louisiana,22537,467452420.0,5017.0,22.0,20742.0
2940,Upshur,Texas,40506,975688716.0,5608.0,14.0,24088.0
2941,Upshur,West Virginia,24604,523535590.0,5239.0,21.0,21278.0
2942,Upson,Georgia,26241,514950925.0,5997.0,23.0,19624.0
2943,Upton,Texas,3575,90410751.0,644.0,18.0,25290.0
2944,Utah,Utah,576496,13378913313.0,71864.0,12.0,23207.0
2945,Utuado Municipio,Puerto Rico,30209,245887710.0,16012.0,53.0,8140.0
2946,Uvalde,Texas,27015,517222862.0,4833.0,18.0,19146.0
2947,Val Verde,Texas,48976,987360157.0,10214.0,21.0,20160.0
2948,Valdez-Cordova Census Area,Alaska,9439,358065100.0,706.0,7.0,37935.0
2949,Valencia,New Mexico,75845,1560318248.0,16601.0,22.0,20572.0
2950,Valley,Idaho,10104,288118784.0,1050.0,10.0,28515.0
2951,Valley,Montana,7561,219996749.0,559.0,7.0,29096.0
2952,Valley,Nebraska,4252,115956252.0,493.0,12.0,27271.0
2953,Van Buren,Arkansas,16751,344536572.0,3289.0,20.0,20568.0
2954,Van Buren,Iowa,7308,182351298.0,1025.0,14.0,24952.0
2955,Van Buren,Michigan,75190,1912340046.0,11877.0,16.0,25433.0
2956,Van Buren,Tennessee,5675,117311300.0,1103.0,19.0,20672.0
2957,Van Wert,Ohio,28262,738498719.0,3604.0,13.0,26130.0
2958,Van Zandt,Texas,53607,1361312750.0,7627.0,14.0,25394.0
2959,Vance,North Carolina,44420,941177391.0,10218.0,23.0,21188.0
2960,Vanderburgh,Indiana,181831,4894295716.0,32811.0,18.0,26917.0
2961,Vega Alta Municipio,Puerto Rico,38589,404865398.0,19438.0,50.0,10492.0
2962,Vega Baja Municipio,Puerto Rico,54754,558342510.0,23997.0,44.0,10197.0
2963,Venango,Pennsylvania,52880,1332045577.0,7201.0,14.0,25190.0
2964,Ventura,California,847834,30327699077.0,87020.0,10.0,35771.0
2965,Vermilion,Illinois,79207,1854733087.0,16080.0,20.0,23416.0
2966,Vermilion Parish,Louisiana,59841,1412751093.0,10672.0,18.0,23608.0
2967,Vermillion,Indiana,15644,373742601.0,2115.0,14.0,23890.0
2968,Vernon,Missouri,20665,462245247.0,3138.0,15.0,22369.0
2969,Vernon,Wisconsin,30378,768984440.0,5026.0,17.0,25314.0
2970,Vernon Parish,Louisiana,51906,1172217731.0,8509.0,16.0,22583.0
2971,Victoria,Texas,91518,2579079126.0,13609.0,15.0,28181.0
2972,Vieques Municipio,Puerto Rico,8931,99459325.0,3293.0,37.0,11136.0
2973,Vigo,Indiana,107723,2470266523.0,22055.0,20.0,22932.0
2974,Vilas,Wisconsin,21465,623720796.0,3286.0,15.0,29058.0
2975,Villalba Municipio,Puerto Rico,23659,247213649.0,11843.0,50.0,10449.0
2976,Vinton,Ohio,13142,261213892.0,2769.0,21.0,19876.0
2977,Virginia Beach city,Virginia,450057,15575338375.0,36043.0,8.0,34607.0
2978,Volusia,Florida,518660,13418065439.0,83825.0,16.0,25871.0
2979,Wabash,Illinois,11568,290412612.0,1512.0,13.0,25105.0
2980,Wabash,Indiana,31848,786647812.0,4244.0,13.0,24700.0
2981,Wabasha,Minnesota,21490,694269130.0,1307.0,6.0,32307.0
2982,Wabaunsee,Kansas,6918,178412685.0,420.0,6.0,25790.0
2983,Wadena,Minnesota,13626,329743901.0,2043.0,15.0,24200.0
2984,Wagoner,Oklahoma,76830,2100279695.0,8205.0,11.0,27337.0
2985,Wahkiakum,Washington,4105,110687220.0,571.0,14.0,26964.0
2986,Wake,North Carolina,1023811,38203144476.0,107250.0,10.0,37315.0
2987,Wakulla,Florida,31586,721620952.0,4114.0,13.0,22846.0
2988,Waldo,Maine,39280,1090524719.0,5652.0,14.0,27763.0
2989,Walker,Alabama,64927,1377531144.0,13990.0,22.0,21217.0
2990,Walker,Georgia,68609,1548111120.0,11760.0,17.0,22564.0
2991,Walker,Texas,70818,1217664251.0,17352.0,25.0,17194.0
2992,Walla Walla,Washington,59862,1595392016.0,8444.0,14.0,26651.0
2993,Wallace,Kansas,1591,47620221.0,169.0,11.0,29931.0
2994,Waller,Texas,48443,1157216408.0,7919.0,16.0,23888.0
2995,Wallowa,Oregon,6864,184623684.0,943.0,14.0,26897.0
2996,Walsh,North Dakota,10920,335164883.0,1086.0,10.0,30693.0
2997,Walthall,Mississippi,14670,295673794.0,3851.0,26.0,20155.0
2998,Walton,Florida,63457,1957811882.0,10828.0,17.0,30853.0
2999,Walton,Georgia,88695,2233736396.0,11435.0,13.0,25184.0
3000,Walworth,South Dakota,5502,162074598.0,563.0,10.0,29457.0
3001,Walworth,Wisconsin,102917,3004338281.0,13795.0,13.0,29192.0
3002,Wapello,Iowa,35321,826988954.0,5946.0,17.0,23414.0
3003,Ward,North Dakota,69628,2326524071.0,5883.0,8.0,33414.0
3004,Ward,Texas,11498,308834156.0,1333.0,12.0,26860.0
3005,Ware,Georgia,35688,686838821.0,8756.0,25.0,19246.0
3006,Warren,Georgia,5410,112050920.0,1455.0,27.0,20712.0
3007,Warren,Illinois,17429,432942634.0,2426.0,14.0,24840.0
3008,Warren,Indiana,8269,242376941.0,782.0,9.0,29312.0
3009,Warren,Iowa,48630,1605414654.0,3037.0,6.0,33013.0
3010,Warren,Kentucky,123824,3199654068.0,24837.0,20.0,25840.0
3011,Warren,Mississippi,47510,1070977825.0,11300.0,24.0,22542.0
3012,Warren,Missouri,33554,900748738.0,4294.0,13.0,26845.0
3013,Warren,New Jersey,107088,3962367994.0,8808.0,8.0,37001.0
3014,Warren,New York,64701,2143371906.0,6424.0,10.0,33127.0
3015,Warren,North Carolina,20190,434961664.0,4493.0,22.0,21543.0
3016,Warren,Ohio,223868,8390355214.0,11127.0,5.0,37479.0
3017,Warren,Pennsylvania,40345,1071474863.0,5403.0,13.0,26558.0
3018,Warren,Tennessee,40210,858059577.0,8734.0,22.0,21339.0
3019,Warren,Virginia,38991,1170082273.0,3849.0,10.0,30009.0
3020,Warrick,Indiana,61581,2064653326.0,4731.0,8.0,33527.0
3021,Wasatch,Utah,29306,881691192.0,2285.0,8.0,30086.0
3022,Wasco,Oregon,25687,635175450.0,3512.0,14.0,24728.0
3023,Waseca,Minnesota,18898,517480339.0,1730.0,9.0,27383.0
3024,Washakie,Wyoming,8253,225678193.0,1062.0,13.0,27345.0
3025,Washburn,Wisconsin,15638,441484329.0,2033.0,13.0,28232.0
3026,Washington,Alabama,16746,389152950.0,3680.0,22.0,23239.0
3027,Washington,Arkansas,223683,5898687280.0,42506.0,19.0,26371.0
3028,Washington,Colorado,4809,126375942.0,481.0,10.0,26279.0
3029,Washington,Florida,24472,458057583.0,5221.0,21.0,18718.0
3030,Washington,Georgia,20506,394491166.0,5489.0,27.0,19238.0
3031,Washington,Idaho,9996,204264915.0,1567.0,16.0,20435.0
3032,Washington,Illinois,14260,423329697.0,1389.0,10.0,29687.0
3033,Washington,Indiana,27807,645762600.0,3700.0,13.0,23223.0
3034,Washington,Iowa,22095,627418835.0,2026.0,9.0,28396.0
3035,Washington,Kansas,5572,150039196.0,538.0,10.0,26927.0
3036,Washington,Kentucky,11999,271314003.0,2042.0,17.0,22611.0
3037,Washington,Maine,31822,773636582.0,5792.0,18.0,24311.0
3038,Washington,Maryland,149546,4298184147.0,18489.0,12.0,28742.0
3039,Washington,Minnesota,250979,10438478590.0,12360.0,5.0,41591.0
3040,Washington,Mississippi,48002,923901979.0,16209.0,34.0,19247.0
3041,Washington,Missouri,24968,457270673.0,5068.0,20.0,18314.0
3042,Washington,Nebraska,20414,676448017.0,1996.0,10.0,33136.0
3043,Washington,New York,62183,1620730908.0,7811.0,13.0,26064.0
3044,Washington,North Carolina,12331,260391402.0,2966.0,24.0,21117.0
3045,Washington,Ohio,60871,1619647132.0,9704.0,16.0,26608.0
3046,Washington,Oklahoma,51867,1499636319.0,7255.0,14.0,28913.0
3047,Washington,Oregon,572071,20233606372.0,59044.0,10.0,35369.0
3048,Washington,Pennsylvania,207661,6816988837.0,20744.0,10.0,32827.0
3049,Washington,Rhode Island,126190,4993138058.0,14335.0,11.0,39568.0
3050,Washington,Tennessee,126437,3456046672.0,20674.0,16.0,27334.0
3051,Washington,Texas,34667,988618270.0,4716.0,14.0,28518.0
3052,Washington,Utah,155577,3954024896.0,22211.0,14.0,25415.0
3053,Washington,Vermont,58691,1886157294.0,6871.0,12.0,32137.0
3054,Washington,Virginia,54457,1396262873.0,8083.0,15.0,25640.0
3055,Washington,Wisconsin,133967,4846566678.0,7392.0,6.0,36177.0
3056,Washington Parish,Louisiana,46449,852119290.0,12199.0,26.0,18345.0
3057,Washita,Oklahoma,11550,305019199.0,1639.0,14.0,26409.0
3058,Washoe,Nevada,445551,14203858954.0,59699.0,13.0,31879.0
3059,Washtenaw,Michigan,361509,13540480465.0,59541.0,16.0,37455.0
3060,Watauga,North Carolina,53421,1311233907.0,16759.0,31.0,24545.0
3061,Watonwan,Minnesota,10936,294006888.0,1340.0,12.0,26884.0
3062,Waukesha,Wisconsin,396731,16700039175.0,20050.0,5.0,42094.0
3063,Waupaca,Wisconsin,51651,1519703312.0,5695.0,11.0,29423.0
3064,Waushara,Wisconsin,24170,624495846.0,2696.0,11.0,25838.0
3065,Wayne,Georgia,29833,572449405.0,6619.0,22.0,19188.0
3066,Wayne,Illinois,16569,414996206.0,2617.0,16.0,25047.0
3067,Wayne,Indiana,66972,1600307895.0,12248.0,18.0,23895.0
3068,Wayne,Iowa,6405,149667727.0,1014.0,16.0,23367.0
3069,Wayne,Kentucky,20692,364726969.0,4805.0,23.0,17626.0
3070,Wayne,Michigan,1763822,43825908856.0,419962.0,24.0,24847.0
3071,Wayne,Mississippi,20458,440147867.0,4967.0,24.0,21515.0
3072,Wayne,Missouri,13369,252632380.0,3127.0,23.0,18897.0
3073,Wayne,Nebraska,9409,256786574.0,1367.0,15.0,27292.0
3074,Wayne,New York,91442,2497996841.0,10753.0,12.0,27318.0
3075,Wayne,North Carolina,124496,2883736401.0,26374.0,21.0,23163.0
3076,Wayne,Ohio,115915,2986176257.0,15219.0,13.0,25762.0
3077,Wayne,Pennsylvania,51656,1320824716.0,5651.0,11.0,25570.0
3078,Wayne,Tennessee,16713,312560433.0,3254.0,19.0,18702.0
3079,Wayne,Utah,2700,59926500.0,248.0,9.0,22195.0
3080,Wayne,West Virginia,41063,845160110.0,8531.0,21.0,20582.0
3081,Waynesboro city,Virginia,21620,511097192.0,3744.0,17.0,23640.0
3082,Weakley,Tennessee,33776,665347981.0,8132.0,24.0,19699.0
3083,Webb,Texas,269624,4398936082.0,84786.0,31.0,16315.0
3084,Weber,Utah,244101,6169620216.0,29792.0,12.0,25275.0
3085,Webster,Georgia,2627,58334354.0,512.0,19.0,22206.0
3086,Webster,Iowa,36945,909915300.0,6333.0,17.0,24629.0
3087,Webster,Kentucky,13180,278751301.0,2786.0,21.0,21150.0
3088,Webster,Mississippi,9868,203894590.0,2513.0,25.0,20662.0
3089,Webster,Missouri,37558,768727622.0,6875.0,18.0,20468.0
3090,Webster,Nebraska,3597,94013143.0,406.0,11.0,26137.0
3091,Webster,West Virginia,8637,175449668.0,2314.0,27.0,20314.0
3092,Webster Parish,Louisiana,40043,771070907.0,10022.0,25.0,19256.0
3093,Weld,Colorado,285729,8350744887.0,32681.0,11.0,29226.0
3094,Wells,Indiana,27832,719447935.0,3088.0,11.0,25850.0
3095,Wells,North Dakota,4089,137310128.0,236.0,6.0,33580.0
3096,West Baton Rouge Parish,Louisiana,25518,718079260.0,4663.0,18.0,28140.0
3097,West Carroll Parish,Louisiana,11274,257688622.0,2477.0,22.0,22857.0
3098,West Feliciana Parish,Louisiana,15376,354285132.0,1844.0,12.0,23041.0
3099,Westchester,New York,975321,50761468771.0,92293.0,9.0,52046.0
3100,Westmoreland,Pennsylvania,356835,11356982314.0,36937.0,10.0,31827.0
3101,Westmoreland,Virginia,17596,567731308.0,1671.0,9.0,32265.0
3102,Weston,Wyoming,7117,220305961.0,1018.0,14.0,30955.0
3103,Wetzel,West Virginia,15793,348829866.0,3674.0,23.0,22088.0
3104,Wexford,Michigan,32915,725041607.0,5709.0,17.0,22028.0
3105,Wharton,Texas,41430,1071659889.0,7222.0,17.0,25867.0
3106,Whatcom,Washington,212738,6208921273.0,33798.0,16.0,29186.0
3107,Wheatland,Montana,2108,42507820.0,417.0,20.0,20165.0
3108,Wheeler,Georgia,7952,88998875.0,2401.0,30.0,11192.0
3109,Wheeler,Nebraska,846,23905422.0,22.0,3.0,28257.0
3110,Wheeler,Oregon,1415,30094220.0,291.0,21.0,21268.0
3111,Wheeler,Texas,5599,144500683.0,1071.0,19.0,25808.0
3112,White,Arkansas,78706,1819678392.0,13445.0,17.0,23120.0
3113,White,Georgia,28509,673655482.0,5088.0,18.0,23630.0
3114,White,Illinois,14186,376244289.0,1968.0,14.0,26522.0
3115,White,Indiana,24279,637922006.0,2378.0,10.0,26275.0
3116,White,Tennessee,26394,524370090.0,4618.0,17.0,19867.0
3117,White Pine,Nevada,9858,249902217.0,1354.0,14.0,25350.0
3118,Whiteside,Illinois,56823,1601717502.0,6317.0,11.0,28188.0
3119,Whitfield,Georgia,103963,2314439683.0,20060.0,19.0,22262.0
3120,Whitley,Indiana,33481,939916814.0,3180.0,9.0,28073.0
3121,Whitley,Kentucky,36027,665156052.0,9094.0,25.0,18463.0
3122,Whitman,Washington,47794,1058830513.0,15788.0,33.0,22154.0
3123,Wibaux,Montana,1121,27646102.0,121.0,11.0,24662.0
3124,Wichita,Kansas,2157,58478427.0,95.0,4.0,27111.0
3125,Wichita,Texas,131778,3065496250.0,23519.0,18.0,23263.0
3126,Wicomico,Maryland,102014,2831368103.0,16347.0,16.0,27755.0
3127,Wilbarger,Texas,12972,284578175.0,2172.0,17.0,21938.0
3128,Wilcox,Alabama,10919,172239424.0,3468.0,32.0,15774.0
3129,Wilcox,Georgia,8896,134497636.0,2222.0,25.0,15119.0
3130,Wilkes,Georgia,9905,217486635.0,2632.0,27.0,21957.0
3131,Wilkes,North Carolina,68525,1493732484.0,14304.0,21.0,21798.0
3132,Wilkin,Minnesota,6398,182824579.0,627.0,10.0,28575.0
3133,Wilkinson,Georgia,9147,181317085.0,2135.0,23.0,19823.0
3134,Wilkinson,Mississippi,9084,115570644.0,3519.0,39.0,12722.0
3135,Will,Illinois,687727,23197613582.0,51700.0,8.0,33731.0
3136,Willacy,Texas,21839,291976884.0,7696.0,35.0,13370.0
3137,Williams,North Dakota,32916,1463919926.0,2970.0,9.0,44474.0
3138,Williams,Ohio,37061,895407071.0,4962.0,13.0,24160.0
3139,Williamsburg,South Carolina,32256,562536675.0,8671.0,27.0,17440.0
3140,Williamsburg city,Virginia,14817,398889665.0,3147.0,21.0,26921.0
3141,Williamson,Illinois,67477,1755929009.0,10203.0,15.0,26023.0
3142,Williamson,Tennessee,212161,10286083369.0,9754.0,5.0,48482.0
3143,Williamson,Texas,508313,17574847305.0,35794.0,7.0,34575.0
3144,Wilson,Kansas,8858,222402070.0,1493.0,17.0,25107.0
3145,Wilson,North Carolina,81379,1902869897.0,16963.0,21.0,23383.0
3146,Wilson,Tennessee,128874,4015018351.0,12065.0,9.0,31155.0
3147,Wilson,Texas,47205,1409641050.0,4806.0,10.0,29862.0
3148,Winchester city,Virginia,27516,782244436.0,3493.0,13.0,28429.0
3149,Windham,Connecticut,116674,3499439272.0,13717.0,12.0,29993.0
